"Splunk_Role","splunk_server",app,sharing,stanza,title,attribute,transform,overwrite,value,author,type,updated
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL","Splunk_SA_CIM",global,audittrail,"audittrail : REPORT-1vendor_object_category-vendor_status_for_splunk_endpoint_change","REPORT-1vendor_object_category-vendor_status_for_splunk_endpoint_change",,,"vendor_object_category-vendor_status-for_splunk_endpoint_change",SYSTEM,"Uses transform",
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL","Splunk_SA_CIM",global,audittrail,"audittrail : REPORT-2vendor_object-vendor_object_path_for_splunk_endpoint_change","REPORT-2vendor_object-vendor_object_path_for_splunk_endpoint_change",,,"vendor_object-vendor_object_path-for_splunk_endpoint_change",SYSTEM,"Uses transform",
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL","Splunk_SA_CIM",global,audittrail,"audittrail : REPORT-search_for_audittrail","REPORT-search_for_audittrail",,,"search_for_audittrail",SYSTEM,"Uses transform",
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL","Splunk_SA_CIM",global,"splunk_web_access","splunk_web_access : REPORT-app-view_for_splunk_web_access","REPORT-app-view_for_splunk_web_access",,,"app-view_for_splunk_web_access",SYSTEM,"Uses transform",
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL","Splunk_SA_CIM",global,splunkd,"splunkd : REPORT-signature_for_sendmodalert","REPORT-signature_for_sendmodalert",,,"signature_for_sendmodalert",SYSTEM,"Uses transform",
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL","Splunk_TA_linux",global,"linux:audit","linux:audit : REPORT-event_id","REPORT-event_id",,,"event_id",SYSTEM,"Uses transform",
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL","Splunk_TA_linux",global,"linux:audit","linux:audit : REPORT-object","REPORT-object",,,object,SYSTEM,"Uses transform",
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL","Splunk_TA_linux",global,"linux:audit","linux:audit : REPORT-op","REPORT-op",,,op,SYSTEM,"Uses transform",
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL","Splunk_TA_linux",global,"linux:audit","linux:audit : REPORT-subject","REPORT-subject",,,subject,SYSTEM,"Uses transform",
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL","Splunk_TA_linux",global,"linux:collectd:graphite","linux:collectd:graphite : EXTRACT-KVFORLINUX","EXTRACT-KVFORLINUX",,,"^[^\.]+[^\.\n]*\.[^\.]+\.(?<_KEY_1>\S+)\s+(?<_VAL_1>\S+)",SYSTEM,Inline,
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL","Splunk_TA_linux",global,"linux:collectd:graphite","linux:collectd:graphite : EXTRACT-collectd_data","EXTRACT-collectd_data",,,"^(?<collectd_host>[^.\s]+)\.(?<object>[^.\s]+)\.(?P<metric>\S+)\s+(?P<value>\S+)\s+(?<timestamp>\S+)",SYSTEM,Inline,
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL","Splunk_TA_linux",global,"linux:collectd:graphite","linux:collectd:graphite : EXTRACT-metric_type","EXTRACT-metric_type",,,"(?<type>[^\-\.]\w+)-*(?<type_instance>[^\.]\w+)?\.* in metric",SYSTEM,Inline,
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL","Splunk_TA_linux",global,"linux:collectd:graphite","linux:collectd:graphite : EXTRACT-plugin_info","EXTRACT-plugin_info",,,"(?<linux_collectd_plugin>[^\-]\w+)-*(?<plugin_instance>.*) in object",SYSTEM,Inline,
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL","Splunk_TA_linux",global,"linux:collectd:http:json","linux:collectd:http:json : EXTRACT-linux_collectd_host","EXTRACT-linux_collectd_host",,,"\s*""host"":\s*(?:""|)(?<collectd_host>[^""]*)(?:""|)",SYSTEM,Inline,
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL","Splunk_TA_linux",global,"linux:collectd:http:json","linux:collectd:http:json : EXTRACT-linux_collectd_http_plugin","EXTRACT-linux_collectd_http_plugin",,,"""plugin"":\s*(?:""|)(?<linux_collectd_plugin>[^""]+)(?:""|),\s*""plugin_instance"":",SYSTEM,Inline,
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL","Splunk_TA_nix",global,"aix_secure","aix_secure : REPORT-0authentication_for_aix_secure","REPORT-0authentication_for_aix_secure",,,"ssh-login-events, ssh-session-close, ssh-disconnect, sshd_authentication_kerberos_success, sshd_authentication_refused, sshd_authentication_tried, sshd_login_restricted, pam_unix_authentication_success, pam_unix_authentication_failure, sudo_cannot_identify, ksu_authentication, ksu_authorization, su_simple, su_authentication, su_successful, wksh_authentication, login_authentication",SYSTEM,"Uses transform",
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL","Splunk_TA_nix",global,"aix_secure","aix_secure : REPORT-dest_for_aix_secure","REPORT-dest_for_aix_secure",,,"host_as_dest",SYSTEM,"Uses transform",
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL","Splunk_TA_nix",global,"aix_secure","aix_secure : REPORT-signature_for_aix_secure_timesync","REPORT-signature_for_aix_secure_timesync",,,"signature_for_nix_timesync",SYSTEM,"Uses transform",
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL","Splunk_TA_nix",global,"aix_secure","aix_secure : REPORT-src_for_aix_secure","REPORT-src_for_aix_secure",,,"src_dns_as_src, src_ip_as_src, host_as_src",SYSTEM,"Uses transform",
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL","Splunk_TA_nix",global,"bash_history","bash_history : REPORT-bhist","REPORT-bhist",,,"bash_user,bash_user_root",SYSTEM,"Uses transform",
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL","Splunk_TA_nix",global,dhcpd,"dhcpd : REPORT-0dest_x_for_dhcpd","REPORT-0dest_x_for_dhcpd",,,"dest_kv_for_dhcpd_ack, dest_kv_for_dhcpd_ack2, dest_kv_for_dhcpd_discover, dest_kv_for_dhcpd_inform, dest_kv_for_dhcpd_nak, dest_kv_for_dhcpd_offer, dest_kv_for_dhcpd_request",SYSTEM,"Uses transform",
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL","Splunk_TA_nix",global,dhcpd,"dhcpd : REPORT-dest_for_dhcpd","REPORT-dest_for_dhcpd",,,"dest_nt_host_as_dest,dest_mac_as_dest,dest_ip_as_dest",SYSTEM,"Uses transform",
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL","Splunk_TA_nix",global,dhcpd,"dhcpd : REPORT-dvc_for_dhcpd","REPORT-dvc_for_dhcpd",,,"dvc_for_dhcpd",SYSTEM,"Uses transform",
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL","Splunk_TA_nix",global,dhcpd,"dhcpd : REPORT-signature_for_dhcpd","REPORT-signature_for_dhcpd",,,"signature_for_dhcpd",SYSTEM,"Uses transform",
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL","Splunk_TA_nix",global,"fs_notification","fs_notification : REPORT-object_object_path_for_fs_notification","REPORT-object_object_path_for_fs_notification",,,"object_object_path_for_fs_notification",SYSTEM,"Uses transform",
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL","Splunk_TA_nix",global,"fs_notification","fs_notification : REPORT-vendor_object_category_for_fs_notification","REPORT-vendor_object_category_for_fs_notification",,,"vendor_object_category_for_fs_notification",SYSTEM,"Uses transform",
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL","Splunk_TA_nix",global,hardware,"hardware : EXTRACT-RealMemory","EXTRACT-RealMemory",,,"(?i)MEMORY_REAL\s+(?P<RealMemory>[^ ]*)[ ]?",SYSTEM,Inline,
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL","Splunk_TA_nix",global,hardware,"hardware : EXTRACT-SwapMemory","EXTRACT-SwapMemory",,,"(?i)MEMORY_SWAP\s+(?P<SwapMemory>[^ ]*)[ ]?",SYSTEM,Inline,
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL","Splunk_TA_nix",global,hardware,"hardware : EXTRACT-Unit","EXTRACT-Unit",,,"(?i)MEMORY_REAL\s+\d+\s+(?P<Unit>\w+)?",SYSTEM,Inline,
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL","Splunk_TA_nix",global,hardware,"hardware : EXTRACT-cpu_cores","EXTRACT-cpu_cores",,,"(?i)CPU_COUNT\s+(?P<cpu_cores>[^ \n]*)?",SYSTEM,Inline,
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL","Splunk_TA_nix",global,hardware,"hardware : EXTRACT-cpu_type","EXTRACT-cpu_type",,,"(?i)CPU_TYPE\s+(?P<cpu_type>[^\n]*)?",SYSTEM,Inline,
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL","Splunk_TA_nix",global,"linux_secure","linux_secure : REPORT-0authentication_for_linux_secure","REPORT-0authentication_for_linux_secure",,,"ssh-login-events, ssh-session-close, ssh-disconnect, sshd_authentication_kerberos_success, sshd_authentication_refused, sshd_authentication_tried, sshd_login_restricted, pam_unix_authentication_success, pam_unix_authentication_failure, sudo_cannot_identify, ksu_authentication, ksu_authorization, su_simple, su_authentication, su_successful, wksh_authentication, login_authentication, ftpd_authentication",SYSTEM,"Uses transform",
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL","Splunk_TA_nix",global,"linux_secure","linux_secure : REPORT-account_management_for_linux_secure","REPORT-account_management_for_linux_secure",,,"useradd, userdel",SYSTEM,"Uses transform",
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL","Splunk_TA_nix",global,"linux_secure","linux_secure : REPORT-dest_for_linux_secure","REPORT-dest_for_linux_secure",,,"host_as_dest",SYSTEM,"Uses transform",
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL","Splunk_TA_nix",global,"linux_secure","linux_secure : REPORT-firewall","REPORT-firewall",,,"ipfw, ipfw-stealth, ipfw-icmp, pf",SYSTEM,"Uses transform",
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL","Splunk_TA_nix",global,"linux_secure","linux_secure : REPORT-routing","REPORT-routing",,,iptables,SYSTEM,"Uses transform",
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL","Splunk_TA_nix",global,"linux_secure","linux_secure : REPORT-signature_for_linux_secure_timesync","REPORT-signature_for_linux_secure_timesync",,,"signature_for_nix_timesync",SYSTEM,"Uses transform",
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL","Splunk_TA_nix",global,"linux_secure","linux_secure : REPORT-src_for_linux_secure","REPORT-src_for_linux_secure",,,"src_dns_as_src, src_ip_as_src, host_as_src",SYSTEM,"Uses transform",
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL","Splunk_TA_nix",global,openPorts,"openPorts : REPORT-fields_for_open_ports_sh","REPORT-fields_for_open_ports_sh",,,"fields_for_open_ports_sh",SYSTEM,"Uses transform",
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL","Splunk_TA_nix",global,"osx_secure","osx_secure : REPORT-0authentication_for_osx_secure","REPORT-0authentication_for_osx_secure",,,"ssh-login-events, ssh-session-close, ssh-disconnect, sshd_authentication_kerberos_success, sshd_authentication_refused, sshd_authentication_tried, sshd_login_restricted, pam_unix_authentication_success, pam_unix_authentication_failure, sudo_cannot_identify, ksu_authentication, ksu_authorization, su_simple, su_authentication, su_successful, wksh_authentication, login_authentication",SYSTEM,"Uses transform",
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL","Splunk_TA_nix",global,"osx_secure","osx_secure : REPORT-account_management_for_osx_secure","REPORT-account_management_for_osx_secure",,,"useradd, userdel",SYSTEM,"Uses transform",
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL","Splunk_TA_nix",global,"osx_secure","osx_secure : REPORT-dest_for_osx_secure","REPORT-dest_for_osx_secure",,,"host_as_dest",SYSTEM,"Uses transform",
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL","Splunk_TA_nix",global,"osx_secure","osx_secure : REPORT-firewall_for_osx_secure","REPORT-firewall_for_osx_secure",,,"ipfw, ipfw-stealth, ipfw-icmp, pf",SYSTEM,"Uses transform",
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL","Splunk_TA_nix",global,"osx_secure","osx_secure : REPORT-routing_for_osx_secure","REPORT-routing_for_osx_secure",,,iptables,SYSTEM,"Uses transform",
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL","Splunk_TA_nix",global,"osx_secure","osx_secure : REPORT-signature_for_osx_secure_timesync","REPORT-signature_for_osx_secure_timesync",,,"signature_for_nix_timesync",SYSTEM,"Uses transform",
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL","Splunk_TA_nix",global,"osx_secure","osx_secure : REPORT-src_for_osx_secure","REPORT-src_for_osx_secure",,,"src_dns_as_src, src_ip_as_src, host_as_src",SYSTEM,"Uses transform",
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL","Splunk_TA_nix",global,syslog,"syslog : REPORT-0authentication_for_syslog","REPORT-0authentication_for_syslog",,,"ssh-login-events, ssh-session-close, ssh-disconnect, sshd_authentication_kerberos_success, sshd_authentication_refused, sshd_authentication_tried, sshd_login_restricted, pam_unix_authentication_success, pam_unix_authentication_failure, sudo_cannot_identify, ksu_authentication, ksu_authorization, su_simple, su_authentication, su_successful, wksh_authentication, login_authentication",SYSTEM,"Uses transform",
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL","Splunk_TA_nix",global,syslog,"syslog : REPORT-account_management_for_syslog","REPORT-account_management_for_syslog",,,"useradd, userdel",SYSTEM,"Uses transform",
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL","Splunk_TA_nix",global,syslog,"syslog : REPORT-dest_for_syslog","REPORT-dest_for_syslog",,,"host_as_dest",SYSTEM,"Uses transform",
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL","Splunk_TA_nix",global,syslog,"syslog : REPORT-firewall","REPORT-firewall",,,"ipfw, ipfw-stealth, ipfw-icmp, pf",SYSTEM,"Uses transform",
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL","Splunk_TA_nix",global,syslog,"syslog : REPORT-routing","REPORT-routing",,,iptables,SYSTEM,"Uses transform",
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL","Splunk_TA_nix",global,syslog,"syslog : REPORT-signature_for_syslog_timesync","REPORT-signature_for_syslog_timesync",,,"signature_for_nix_timesync",SYSTEM,"Uses transform",
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL","Splunk_TA_nix",global,syslog,"syslog : REPORT-src_for_syslog","REPORT-src_for_syslog",,,"src_dns_as_src, src_ip_as_src, host_as_src",SYSTEM,"Uses transform",
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL","Splunk_TA_nix",global,vmstat,"vmstat : REPORT-0kv_for_vmstat","REPORT-0kv_for_vmstat",,,"fields_for_vmstat_sh,vmstat_linux,vmstat_osx",SYSTEM,"Uses transform",
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL","Splunk_TA_stream",global,"source::stream:*","source::stream:* : REPORT-dest_for_stream","REPORT-dest_for_stream",,,"stream_dest_ip_as_dest,stream_dest_name_as_dest,stream_dest_mac_as_dest",SYSTEM,"Uses transform",
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL","Splunk_TA_stream",global,"source::stream:*","source::stream:* : REPORT-src_for_stream","REPORT-src_for_stream",,,"stream_src_ip_as_src,stream_src_name_as_src,stream_src_mac_as_src",SYSTEM,"Uses transform",
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL","Splunk_TA_stream",global,"stream:mysql","stream:mysql : REPORT-extract_object_for_stream_db","REPORT-extract_object_for_stream_db",,,"object_from_select_query,object_from_update_query,object_from_insert_query,object_from_delete_query,object_from_create_table_query,object_from_drop_table_query,object_from_truncate_query",SYSTEM,"Uses transform",
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL","Splunk_TA_stream",global,"stream:postgres","stream:postgres : REPORT-extract_object_for_stream_db","REPORT-extract_object_for_stream_db",,,"object_from_select_query,object_from_update_query,object_from_insert_query,object_from_delete_query,object_from_create_table_query,object_from_drop_table_query,object_from_truncate_query",SYSTEM,"Uses transform",
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL","Splunk_TA_stream",global,"stream:tcp","stream:tcp : REPORT-ssl_issuer_subs_for_stream","REPORT-ssl_issuer_subs_for_stream",,,"ssl_issuer_common_name,ssl_issuer_country,ssl_issuer_email,ssl_issuer_locality,ssl_issuer_organization,ssl_issuer_state,ssl_issuer_street,ssl_issuer_unit",SYSTEM,"Uses transform",
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL","Splunk_TA_stream",global,"stream:tcp","stream:tcp : REPORT-ssl_subject_subs_for_stream","REPORT-ssl_subject_subs_for_stream",,,"ssl_subject_common_name,ssl_subject_country,ssl_subject_email,ssl_subject_locality,ssl_subject_organization,ssl_subject_state,ssl_subject_street,ssl_subject_unit",SYSTEM,"Uses transform",
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL","Splunk_TA_stream",global,"stream:tds","stream:tds : REPORT-extract_object_for_stream_db","REPORT-extract_object_for_stream_db",,,"object_from_select_query,object_from_update_query,object_from_insert_query,object_from_delete_query,object_from_create_table_query,object_from_drop_table_query,object_from_truncate_query",SYSTEM,"Uses transform",
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL","Splunk_TA_stream",global,"stream:tns","stream:tns : REPORT-extract_object_for_stream_db","REPORT-extract_object_for_stream_db",,,"object_from_select_query,object_from_update_query,object_from_insert_query,object_from_delete_query,object_from_create_table_query,object_from_drop_table_query,object_from_truncate_query",SYSTEM,"Uses transform",
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL",nmon,global,"nmon_config","nmon_config : EXTRACT-AAA_OS","EXTRACT-AAA_OS",,,"(?i),OS,(?P<AAA_OS>[^,]+)\s{0,}",ADMIN,Inline,
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL",nmon,global,"nmon_config","nmon_config : EXTRACT-AAA_serial","EXTRACT-AAA_serial",,,"AAA,SerialNumber,(?<AAA_serial>\w*)",ADMIN,Inline,
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL",nmon,global,"nmon_config","nmon_config : EXTRACT-AIX_LEVEL","EXTRACT-AIX_LEVEL",,,"AAA,AIX,(?P<AIX_LEVEL>[a-zA-Z0-9\-\_\.]+)\s",ADMIN,Inline,
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL",nmon,global,"nmon_config","nmon_config : EXTRACT-AIX_processor","EXTRACT-AIX_processor",,,"BBB\w*,[0-9]*,lsconf,\""Processor\s*Type:\s*(?P<AIX_processor>[^\""]*)\""",ADMIN,Inline,
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL",nmon,global,"nmon_config","nmon_config : EXTRACT-AIX_processor_clockspeed","EXTRACT-AIX_processor_clockspeed",,,"BBBP,[^,]+,lsconf,""Processor\sClock\sSpeed:\s*(?<AIX_processor_clockspeed>[\d\.]*)\sMHz",ADMIN,Inline,
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL",nmon,global,"nmon_config","nmon_config : EXTRACT-AIX_processor_type","EXTRACT-AIX_processor_type",,,"BBB\w*,[^,]+,lsconf,\""Processor\sType:\s(?<AIX_processor_type>\w*)\""",ADMIN,Inline,
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL",nmon,global,"nmon_config","nmon_config : EXTRACT-AIX_realmemory_lsconf_MB","EXTRACT-AIX_realmemory_lsconf_MB",,,"BBB\w*,[^,]*,lsconf,\""Memory\s*Size:\s*(?<AIX_realmemory_lsconf_MB>\d*)\s*MB\""",ADMIN,Inline,
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL",nmon,global,"nmon_config","nmon_config : EXTRACT-AIX_realmemory_online_MB","EXTRACT-AIX_realmemory_online_MB",,,"BBB\w*,[^,]*,online\s*Memory,(?<AIX_realmemory_online_MB>\d*)",ADMIN,Inline,
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL",nmon,global,"nmon_config","nmon_config : EXTRACT-AIX_virtualcpus","EXTRACT-AIX_virtualcpus",,,"BBB\w*,[^,]+,lparstat\s-i,\""Online\sVirtual\sCPUs\s*:\s*(?<AIX_virtualcpus>\d*)\""",ADMIN,Inline,
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL",nmon,global,"nmon_config","nmon_config : EXTRACT-Linux_LEVEL","EXTRACT-Linux_LEVEL",,,"AAA,OS,Linux,(?P<Linux_LEVEL>[^,]+),",ADMIN,Inline,
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL",nmon,global,"nmon_config","nmon_config : EXTRACT-Linux_arch","EXTRACT-Linux_arch",,,"BBB\w*,[0-9]*,lscpu,\""(Architecture)\s*:\s+(?P<Linux_arch>[^\""]*)\""",ADMIN,Inline,
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL",nmon,global,"nmon_config","nmon_config : EXTRACT-Linux_lsb_distribution","EXTRACT-Linux_lsb_distribution",,,"BBB\w*,[^,]*,lsb_release,\""Description:\s*(?<Linux_lsb_distribution>[^,]*)\""",ADMIN,Inline,
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL",nmon,global,"nmon_config","nmon_config : EXTRACT-Linux_processor_clockspeed_1","EXTRACT-Linux_processor_clockspeed_1",,,"AAA,[^,]+,MHz,(?P<Linux_processor_clockspeed_1>[\d\.]*)",ADMIN,Inline,
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL",nmon,global,"nmon_config","nmon_config : EXTRACT-Linux_processor_clockspeed_2","EXTRACT-Linux_processor_clockspeed_2",,,"BBB\w*,[^,]+,/proc/cpuinfo,\""cpu\s*MHz\s*:\s*(?<Linux_processor_clockspeed_2>[\d\.]*)\""",ADMIN,Inline,
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL",nmon,global,"nmon_config","nmon_config : EXTRACT-Linux_processor_clockspeed_3","EXTRACT-Linux_processor_clockspeed_3",,,"BBB\w*,[^,]+,/proc/cpuinfo,\""clock\s{0,}:\s{0,}(?<Linux_processor_clockspeed_3>[\d|\.]*)\s{0,}MHz\""",ADMIN,Inline,
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL",nmon,global,"nmon_config","nmon_config : EXTRACT-Linux_processor_cpuinfo","EXTRACT-Linux_processor_cpuinfo",,,"BBB\w*,[0-9].*cpuinfo,\""(model\sname)\s*:\s*(?P<Linux_processor_cpuinfo>[^\""]*)\""",ADMIN,Inline,
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL",nmon,global,"nmon_config","nmon_config : EXTRACT-Linux_processor_lscpu","EXTRACT-Linux_processor_lscpu",,,"BBB\w*,[0-9]*,lscpu,\""(Model\sname|Model|Vendor\sID)\s*:\s*(?P<Linux_processor_lscpu>[^\""]*)\""",ADMIN,Inline,
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL",nmon,global,"nmon_config","nmon_config : EXTRACT-Linux_processor_type","EXTRACT-Linux_processor_type",,,"AAA,OS,Linux,[^,]+,[^,]+,(?<Linux_processor_type>\w*)",ADMIN,Inline,
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL",nmon,global,"nmon_config","nmon_config : EXTRACT-Linux_realmemory_KB","EXTRACT-Linux_realmemory_KB",,,"BBB\w*,[^,]*,/proc/meminfo,\""MemTotal:\s*(?<Linux_realmemory_KB>\d*)\s*kB\""",ADMIN,Inline,
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL",nmon,global,"nmon_config","nmon_config : EXTRACT-Linux_release_distribution","EXTRACT-Linux_release_distribution",,,"BBB\w*,[^,]*,.+etc+.release,\""(?!LSB_VERSION|DISTRIB|NAME|ID|VERSION)(?P<Linux_release_distribution>[^,]+)\""",ADMIN,Inline,
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL",nmon,global,"nmon_config","nmon_config : EXTRACT-Linux_swapmemory_KB","EXTRACT-Linux_swapmemory_KB",,,"BBB\w*,[^,]*,/proc/meminfo,\""SwapTotal:\s*(?<Linux_swapmemory_KB>\d*)\s*kB\""",ADMIN,Inline,
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL",nmon,global,"nmon_config","nmon_config : EXTRACT-Solaris_LEVEL","EXTRACT-Solaris_LEVEL",,,"AAA,OS,Solaris,(?P<Solaris_LEVEL>[^,]+),",ADMIN,Inline,
